event,arg,line,offset,opcode,locals
opcode,,1563,52,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None}"
opcode,,1563,54,GET_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None}"
opcode,,1563,56,FOR_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None}"
opcode,,1563,58,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None}"
line,,1564,60,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,60,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,62,LOAD_ATTR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,64,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,66,BINARY_SUBSCR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,68,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,70,BINARY_SUBSCR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
opcode,,1564,72,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None}"
line,,1566,74,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1566,74,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1566,76,POP_JUMP_IF_TRUE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
line,,1567,78,JUMP_ABSOLUTE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1567,78,JUMP_ABSOLUTE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
line,,1563,56,FOR_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1563,56,FOR_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1563,128,JUMP_ABSOLUTE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
line,,1562,48,FOR_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1562,48,FOR_ITER,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
line,,1574,130,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1574,130,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1574,132,RETURN_VALUE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
return,,1574,132,RETURN_VALUE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_class': <class 'NameError'>, 'code': None, 'names': (None,), 'c': None, 'name': None, 'handler_map': {}}"
opcode,,1671,70,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
line,,1673,72,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
opcode,,1673,72,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
opcode,,1673,74,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
opcode,,1673,76,COMPARE_OP,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
opcode,,1673,78,POP_JUMP_IF_FALSE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
line,,1674,80,RAISE_VARARGS,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
opcode,,1674,80,RAISE_VARARGS,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
return,,1674,80,RAISE_VARARGS,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'handler': None}"
exception,"(<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa3685180c0>)",165,12,CALL_FUNCTION_EX,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_user_exception of <Flask 'hello'>>}"
return,,165,12,CALL_FUNCTION_EX,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_user_exception of <Flask 'hello'>>}"
call,,164,-1,<0>,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
line,,165,0,LOAD_DEREF,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,0,LOAD_DEREF,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,2,LOAD_DEREF,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,4,LOAD_METHOD,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,6,LOAD_DEREF,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,8,LOAD_FAST,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,10,LOAD_FAST,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
opcode,,165,12,CALL_FUNCTION_EX,"{'args': (NameError(""name 'ListNode' is not defined""),), 'kwargs': {}, 'app': <Flask 'hello'>, 'cors_after_request': <function make_after_request_function.<locals>.cors_after_request at 0x7fa36839c790>, 'f': <bound method Flask.handle_exception of <Flask 'hello'>>}"
call,,1678,-1,<0>,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
line,,1706,0,LOAD_GLOBAL,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
opcode,,1706,0,LOAD_GLOBAL,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
opcode,,1706,2,LOAD_METHOD,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
opcode,,1706,4,CALL_METHOD,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
opcode,,1706,6,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined"")}"
line,,1707,8,LOAD_GLOBAL,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,8,LOAD_GLOBAL,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,10,LOAD_ATTR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,12,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,14,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,16,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1707,18,CALL_FUNCTION_KW,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
call,,25,-1,<0>,"{'self': <flask.signals._FakeSignal object at 0x7fa358255460>, 'args': (<Flask 'hello'>,), 'kwargs': {'exception': NameError(""name 'ListNode' is not defined"")}}"
line,,26,0,LOAD_CONST,"{'self': <flask.signals._FakeSignal object at 0x7fa358255460>, 'args': (<Flask 'hello'>,), 'kwargs': {'exception': NameError(""name 'ListNode' is not defined"")}}"
opcode,,26,0,LOAD_CONST,"{'self': <flask.signals._FakeSignal object at 0x7fa358255460>, 'args': (<Flask 'hello'>,), 'kwargs': {'exception': NameError(""name 'ListNode' is not defined"")}}"
opcode,,26,2,RETURN_VALUE,"{'self': <flask.signals._FakeSignal object at 0x7fa358255460>, 'args': (<Flask 'hello'>,), 'kwargs': {'exception': NameError(""name 'ListNode' is not defined"")}}"
return,,26,2,RETURN_VALUE,"{'self': <flask.signals._FakeSignal object at 0x7fa358255460>, 'args': (<Flask 'hello'>,), 'kwargs': {'exception': NameError(""name 'ListNode' is not defined"")}}"
opcode,,1707,20,POP_TOP,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
line,,1708,22,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1708,22,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1708,24,LOAD_ATTR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1708,26,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1708,28,BINARY_SUBSCR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1708,30,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
line,,1710,32,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1710,32,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1710,34,LOAD_CONST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1710,36,COMPARE_OP,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1710,38,POP_JUMP_IF_FALSE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
line,,1711,40,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1711,40,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1711,42,LOAD_ATTR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
call,,17,-1,<0>,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
line,,18,0,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,18,0,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,18,2,LOAD_CONST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,18,4,COMPARE_OP,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,18,6,POP_JUMP_IF_FALSE,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
line,,20,12,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,12,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,14,LOAD_ATTR,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,16,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,18,LOAD_ATTR,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,20,BINARY_SUBSCR,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
opcode,,20,22,STORE_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>}"
line,,21,24,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,21,24,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,21,26,LOAD_ATTR,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,21,28,LOAD_CONST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,21,30,COMPARE_OP,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,21,32,POP_JUMP_IF_FALSE,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
line,,23,44,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,23,44,LOAD_FAST,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,23,46,RETURN_VALUE,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
return,False,23,46,RETURN_VALUE,"{'self': <flask.config.ConfigAttribute object at 0x7fa35818db50>, 'obj': <Flask 'hello'>, 'owner': <class 'flask.app.Flask'>, 'rv': False}"
opcode,,1711,44,JUMP_IF_TRUE_OR_POP,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1711,46,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
opcode,,1711,48,LOAD_ATTR,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
call,,1047,-1,<0>,{'self': <Flask 'hello'>}
line,,1058,0,LOAD_FAST,{'self': <Flask 'hello'>}
opcode,,1058,0,LOAD_FAST,{'self': <Flask 'hello'>}
opcode,,1058,2,LOAD_ATTR,{'self': <Flask 'hello'>}
opcode,,1058,4,LOAD_CONST,{'self': <Flask 'hello'>}
opcode,,1058,6,BINARY_SUBSCR,{'self': <Flask 'hello'>}
opcode,,1058,8,RETURN_VALUE,{'self': <Flask 'hello'>}
return,False,1058,8,RETURN_VALUE,{'self': <Flask 'hello'>}
opcode,,1711,50,STORE_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': None}"
line,,1713,52,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1713,52,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1713,54,POP_JUMP_IF_FALSE,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
line,,1721,74,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1721,74,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1721,76,LOAD_METHOD,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1721,78,LOAD_FAST,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
opcode,,1721,80,CALL_METHOD,"{'self': <Flask 'hello'>, 'e': NameError(""name 'ListNode' is not defined""), 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>), 'propagate': False}"
call,,1731,-1,<0>,"{'self': <Flask 'hello'>, 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
line,,1744,0,LOAD_FAST,"{'self': <Flask 'hello'>, 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1744,0,LOAD_FAST,"{'self': <Flask 'hello'>, 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
opcode,,1744,2,LOAD_ATTR,"{'self': <Flask 'hello'>, 'exc_info': (<class 'NameError'>, NameError(""name 'ListNode' is not defined""), <traceback object at 0x7fa368518200>)}"
call,,662,-1,<0>,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
line,,663,0,LOAD_FAST,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,663,0,LOAD_FAST,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,663,2,LOAD_CONST,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,663,4,COMPARE_OP,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,663,6,POP_JUMP_IF_FALSE,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
line,,666,12,LOAD_FAST,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,666,12,LOAD_FAST,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,666,14,LOAD_ATTR,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
opcode,,666,16,SETUP_WITH,"{'self': <flask.helpers.locked_cached_property object at 0x7fa368331e20>, 'obj': <Flask 'hello'>, 'type': <class 'flask.app.Flask'>, '__class__': <class 'flask.helpers.locked_cached_property'>}"
