event,arg,line,lasti,opcode,localObjects
opcode,,41,92,CALL_METHOD,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,94,POP_TOP,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,96,JUMP_ABSOLUTE,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
line,,40,78,FOR_ITER,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,40,78,FOR_ITER,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,40,80,STORE_FAST,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
line,,41,82,LOAD_FAST,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,82,LOAD_FAST,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,84,LOAD_METHOD,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,86,LOAD_FAST,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,88,LOAD_CONST,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,90,BINARY_ADD,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,41,92,CALL_METHOD,"{""_t"": ""1"", ""n"": ""3"", ""k"": ""2"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""0"", ""output"": ""1 "", ""_x"": ""1""}"
